path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
video/SPORT POTRAIT #001,"A medium-close shot of a racecar driver in a pristine white racing suit, standing in a dimly lit garage. The driver confidently pulls down the golden visor of their helmet with one gloved hand, reflecting the faint glow of overhead industrial lights. The camera executes a slow dolly-in motion, focusing on the intense expression visible through the visor's slight transparency. The scene is shot in 4K with a high contrast, muted color palette, emphasizing the golden accents of the helmet and the stark black backdrop.","A medium-close shot of a racecar driver in a pristine white racing suit, standing in a dimly lit garage. The driver confidently pulls down the golden visor of their helmet with one gloved hand, reflecting...",1:1,1440x1440,30.0,5s,"shot, driver, racing, suit, garage, visor, helmet, hand"
video/Fairy Gala Fashion,"simple background,the camera follows the subject moving,sunlight,vivid,positioned at a Low Angle,A fairy struts gracefully like a runway model, her wings softly flapping in rhythm with her steps. Her posture is poised, her movements smooth and confident. The camera follows her elegant walk","simple background,the camera follows the subject moving,sunlight,vivid,positioned at a Low Angle,A fairy struts gracefully like a runway model, her wings softly flapping in rhythm with her steps. Her posture is poised, her movements smooth and...",9:16,1080x1920,30.0,5s,"background, camera, subject, moving, sunlight, low, angle, fairy"
video/The Mermaid,"the mermaid chase the turtles under the sea, with beautiful corals around them, high quality, highly detailed face, beautiful detailed eyes, beautiful detailed lips, extremely detailed, hyper realistic, cinematic lighting, vibrant colors, fantasy, magical, ethereal, dreamlike, intricate details, romantic, 8k, photorealistic","the mermaid chase the turtles under the sea, with beautiful corals around them, high quality, highly detailed face, beautiful detailed eyes, beautiful detailed lips, extremely detailed, hyper realistic, cinematic lighting, vibrant colors, fantasy, magical, ethereal,...",13:17,1248x1632,30.0,5s,"chase, turtle, sea, coral, quality, face, eye, lip"
video/standing at the top,"Subject: A person standing at the top of a success ladder, overlooking their accomplishments, but surrounded by remnants of lost personal connections. Subject Description: A person dressed in business attire, standing triumphantly on a tall building or mountaintop, looking down at a city or landscape. Their expression is a mix of satisfaction and contemplation. Subject Movement: The person moves slowly around the peak, observing the vast world beneath them. As they look around, they notice broken relationships: an empty chair, a phone left unanswered, or images of loved ones faded in the distance. Scene: A high vantage point — a skyscraper rooftop or a mountain summit during golden hour, with a panoramic view of the city or nature stretching out below. Scene Description: The person stands isolated at the top, with the horizon visible in the distance. Around them, there are subtle visual cues (empty chairs, old photos, fading letters) representing the personal sacrifices made for success. The contrast between the beauty of the view and the loneliness of the person emphasizes the price of their achievement. Camera Language: Wide shot to capture the vastness of the scene and the contrast between the individual and their surroundings. Close-ups of the person’s face and the symbolic objects around them, such as an empty phone, a cracked photo frame, or an abandoned letter. Lighting: Warm, golden-hour lighting to symbolize the ""reward"" of success, with soft shadows around the person to convey the idea of isolation. Slight lens flares to enhance the triumphant yet bittersweet mood. Atmosphere: A feeling of quiet reflection mixed with subtle sadness, showing the internal conflict between accomplishment and the loneliness that comes with it. There's a contemplative vibe, focusing on the emotional cost of success.","Subject: A person standing at the top of a success ladder, overlooking their accomplishments, but surrounded by remnants of lost personal connections. Subject Description: A person dressed in business attire, standing triumphantly on a tall...",1:1,1440x1440,30.0,5s,"subject, person, top, success, ladder, accomplishment, remnant, connection"
video/Котёнок купает малыша,"Рыжий радостный кот, моет маленького весёлого малыша в тазу на кухне, вокруг летят брызги.","Рыжий радостный кот, моет маленького весёлого малыша в тазу на кухне, вокруг летят брызги.",22:39,704x1248,30.0,10s,"рыжий, радостный, кот, моет, весёлого, малыша, в, тазу"
video/Live & Follow,"A group of tiny humanoid workers is busy harvesting honey in a miniature beekeeping farm. Smooth animations for each character:A few tiny workers use small tools to scrape honey from the honeycombs, their hands moving gently and carefully to avoid damaging the wax.One worker pulls a tiny honey barrel on a wheeled cart, their tiny feet stepping rhythmically as they transport honey to the bottling area.Some workers open the barrels and pour golden honey into jars, with the honey flowing smoothly, shimmering under the sunlight.A small group of workers gestures to each other, pointing at a large beehive, seemingly discussing their next steps.Giant bees (compared to the tiny workers) flutter their wings slowly, buzzing around the scene without disturbing the workers.In the background, a tiny worker climbs up the hive using a rope, gripping onto the wax carefully to inspect the honey levels.Dynamic Environment: Leaves sway gently in the breeze, sunlight filters through the trees, making the honey glow. A few honey droplets fall from the hive, and the tiny workers quickly catch them in small glass jars.","A group of tiny humanoid workers is busy harvesting honey in a miniature beekeeping farm. Smooth animations for each character:A few tiny workers use small tools to scrape honey from the honeycombs, their hands moving...",9:16,720x1280,30.0,10s,"group, worker, harvesting, honey, farm, animation, character, tool"
video/Nuclear Explosion,Ledakan menyebar dan membesar,Ledakan menyebar dan membesar,9:16,720x1280,30.0,10s,"ledakan, menyebar, dan, membesar"
video/cat world,cat is fishing with a hook,cat is fishing with a hook,13:17,1248x1632,30.0,5s,"cat, hook"
video/The journey ahead,"A boy stands on the airport tarmac, holding his luggage. His expression is that of excitement and uncertainty. The sun slowly rises in the background casting golden hues on the scene. A light breeze moves the boy's jacket and hair subtly. The engines of the airplane behind him start to whir as it prepares for takeoff. A few people in the distance walk by, their movements slightly blurred to emphasize the boy as the focal point. Opening Shot: A slow dolly-in towards the boy from a wide shot, capturing the full airport atmosphere. Mid-Shot Transition: A gentle pan around him, revealing his facial expression as he looks toward the horizon. Final Shot: The camera tilts slightly upward, emphasizing the vast sky and the airplane’s towering presence, symbolizing the journey ahead.","A boy stands on the airport tarmac, holding his luggage. His expression is that of excitement and uncertainty. The sun slowly rises in the background casting golden hues on the scene. A light breeze moves...",16:9,1920x1080,30.0,10s,"boy, airport, tarmac, luggage, expression, excitement, uncertainty, sun"
video/Angon Macan,the man and tiget is step forward,the man and tiget is step forward,9:16,720x1280,30.0,5s,"man, tiget"
video/angel on a frozen scene,a beautiful women with wings walking down a frozen path. beautiful illuminates winter scene. wind is blowing.,a beautiful women with wings walking down a frozen path. beautiful illuminates winter scene. wind is blowing.,37:54,1184x1728,30.0,10s,"woman, wing, path, illuminate, winter, scene, wind"
video/Mysterious Fish!!!,"A deep-sea diver explores a mysterious, bioluminescent underwater cave filled with glowing corals and strange fish-like creatures. As the diver moves forward, they notice a small, glowing creature resembling an electric Pokémon swimming gracefully. The creature emits a soft electrical pulse, lighting up the surroundings. Bubbles rise slowly, and the water shimmers with a surreal, dreamlike glow.peacefulmysterious","A deep-sea diver explores a mysterious, bioluminescent underwater cave filled with glowing corals and strange fish-like creatures. As the diver moves forward, they notice a small, glowing creature resembling an electric Pokémon swimming gracefully. The...",9:16,720x1280,30.0,5s,"sea, diver, cave, coral, fish, creature, pokémon, swimming"
video/A fairy in a magical forest show,"She moves her wings a little and magic is created, She looks at her arms watching them rise to the height of the wings slight smile of satisfaction","She moves her wings a little and magic is created, She looks at her arms watching them rise to the height of the wings slight smile of satisfaction",29:30,928x960,30.0,19s,"wing, magic, arm, height, smile, satisfaction"
video/Phönix and beautiful woman,"A stunningly beautiful woman in an elegant, flowing dress made entirely of roaring flames dances a waltz on a dreamlike crystal stage. Above her, a majestic phoenix, also composed of vibrant, glowing fire, soars gracefully, its fiery feathers casting a warm, intense light. In the background, the iconic Hogwarts castle rises majestically, illuminated by the soft glow of the twilight sky, with its towers and turrets silhouetted against radiant golden clouds. The castle's windows glimmer faintly, reflecting the fiery brilliance of the scene. The hyper-realistic 4K image captures every intricate detail, blending the magic of Hogwarts with the breathtaking elegance of the flaming woman and her phoenix.","A stunningly beautiful woman in an elegant, flowing dress made entirely of roaring flames dances a waltz on a dreamlike crystal stage. Above her, a majestic phoenix, also composed of vibrant, glowing fire, soars gracefully,...",9:16,1080x1920,30.0,10s,"woman, dress, flame, waltz, crystal, stage, phoenix, fire"
video/Белый медведь в магазине,"A polar bear from afar on the left side confidently walks down a picturesque street towards a store, when he approaches the front door of the store, the door automatically opens and the bear calmly walks inside the store where he starts to look at the goods for sale. HDR quality and 3D depth convey the volumetric nature of the scene, emphasizing the play of light and shadows on the pavement, the bear's fur and environmental elements. The atmosphere is warm and cozy, making you want to revisit the video again and again. The first-person camera captures a polar bear walking down the street and entering a store, maintaining the exact proportions of the subjects and the harmonious composition created by a professional camera. Super realistic.","A polar bear from afar on the left side confidently walks down a picturesque street towards a store, when he approaches the front door of the store, the door automatically opens and the bear calmly...",9:16,1080x1920,30.0,10s,"bear, side, street, store, door, good, sale, hdr"
video/Navio na tempestade,"storm, rough sea, winds, lightning, thunderstorms","storm, rough sea, winds, lightning, thunderstorms",9:16,720x1280,30.0,5s,"storm, sea, wind, lightning, thunderstorm"
video/In the melting wax of time 💕,"Create a hyper detailed, realistic image of an anthropomorphic male candle slow dancing with an anthropomorphic female candle. Both are lit, with their flames flickering and small, intricate and beautiful trails of smoke emitting from them. Wax is melting and running down their faces. They have loving expressions on their faces, but they know their time is limited.","Create a hyper detailed, realistic image of an anthropomorphic male candle slow dancing with an anthropomorphic female candle. Both are lit, with their flames flickering and small, intricate and beautiful trails of smoke emitting from...",1:1,960x960,30.0,5s,"hyper, image, candle, dancing, flame, trail, smoke, wax"
video/cat dancing in KFC,The cat is funny dancing and eating the chicken piece,The cat is funny dancing and eating the chicken piece,22:39,704x1248,30.0,5s,"cat, dancing, chicken, piece"
video/Tired Man Stock Video,Camera rotates around tired office working shaking his head in disbelief,Camera rotates around tired office working shaking his head in disbelief,1:1,1440x1440,30.0,5s,"camera, office, head, disbelief"
video/Mèo con,The kitten walked and cried,The kitten walked and cried,1:1,960x960,30.0,5s,kitten
video/Beautiful ginger Russian girl,"the camera zooms in, to her face","the camera zooms in, to her face",37:54,1184x1728,30.0,5s,"camera, zoom, face"
video/At Beach,"He moves to look at the camera sensually, he smiles and talks to the camera as if to flirt with it, the camera zooms in on his beautiful face","He moves to look at the camera sensually, he smiles and talks to the camera as if to flirt with it, the camera zooms in on his beautiful face",1:1,960x960,30.0,10s,"camera, talk, zoom, face"
video/Jiffan,"A slow, cinematic close-up of the humanoid giraffe, its large, expressive eyes blinking with quiet intelligence. The camera lingers as its nostrils flare slightly, breath visible in the cool air. The soft fabric of the cap shifts as a breeze ruffles its fur, ears twitching instinctively. A subtle head tilt, a slow inhale—human yet otherworldly. The dim light catches the texture of the knit sweater, shadows dancing over its intricate pattern. Mysterious, surreal, and hauntingly lifelike","A slow, cinematic close-up of the humanoid giraffe, its large, expressive eyes blinking with quiet intelligence. The camera lingers as its nostrils flare slightly, breath visible in the cool air. The soft fabric of the...",13:17,1248x1632,30.0,5s,"close, up, giraffe, eye, intelligence, camera, nostril, breath"
video/Surprise,albino white doberman with pink nose looks the camera,albino white doberman with pink nose looks the camera,9:16,1080x1920,30.0,5s,"albino, white, doberman, nose, camera"
video/A small polar bear,"the polar bear cub is blinking eyes and moving softly. simple white background. real movements and look like real video,maintaining a Close Shot,the camera is stationary","the polar bear cub is blinking eyes and moving softly. simple white background. real movements and look like real video,maintaining a Close Shot,the camera is stationary",9:16,1080x1920,30.0,5s,"bear, cub, eye, background, movement, video, shot, camera"
video/Life is good!,"A hyper-realistic image of a stylish black cat with green eyes riding a round robot vacuum cleaner. The cat sits in a relaxed pose, one leg crossed, holding an elegant glass of sparkling champagne in one paw, and with the other paw pressing an earphone to its ear, slightly moving its head to the beat of the music","A hyper-realistic image of a stylish black cat with green eyes riding a round robot vacuum cleaner. The cat sits in a relaxed pose, one leg crossed, holding an elegant glass of sparkling champagne in...",9:16,720x1280,30.0,10s,"image, cat, eye, robot, vacuum, cleaner, pose, leg"
video/Bunny Chef,"A cute little baby bunny with soft, fluffy fur and big, expressive eyes is standing on a wooden countertop in a cozy kitchen. The bunny is holding a sharp knife with its tiny paws, carefully cutting an onion on a wooden cutting board. The scene looks highly realistic, with onion slices neatly arranged and some peels scattered around. Warm kitchen lighting creates a soft glow, highlighting the textures of the wooden countertop, fresh vegetables, and cooking utensils in the background. The bunny's fur appears ultra-detailed, and its focused expression adds charm to the scene. A touch of humor is added as tiny tears well up in the bunny’s eyes from the onion fumes, making the moment even more adorable. STATIONARY SHOT, FIXED CAMERA","A cute little baby bunny with soft, fluffy fur and big, expressive eyes is standing on a wooden countertop in a cozy kitchen. The bunny is holding a sharp knife with its tiny paws, carefully...",13:18,832x1152,30.0,10s,"baby, bunny, fur, eye, countertop, kitchen, knife, paw"
video/lovestory,"A romantic couple is floating in a luxurious hot air balloon above Paris during a golden sunset. The woman, with long wavy hair, wears an elegant red evening gown with a flowing train. She sits gracefully inside the gondola, admiring the breathtaking panoramic view of the Eiffel Tower and the Parisian skyline. Her partner, a handsome brunette in a classic black tuxedo, holds a glass of champagne, sharing a quiet and intimate moment with her as they enjoy the serene beauty of the sky. 🎥 **Camera movement:** Aerial wide-angle shot capturing the entire hot air balloon drifting over Paris, followed by a cinematic close-up of the couple with the sunset behind them. Smooth motion with gentle floating dynamics. 🌆 **Lighting:** Warm golden-hour glow, soft ambient reflections on their skin and clothing, the fading light illuminating the city below. 💨 **Details:** Natural wind movement in the woman’s dress and hair, gentle swaying of the balloon’s ropes, subtle reflections of the sunset on the basket’s polished details. 📽 **Style:** Ultra-realistic, smooth cinematic motion, soft bokeh effect on the background, dreamy yet highly detailed aesthetics.","A romantic couple is floating in a luxurious hot air balloon above Paris during a golden sunset. The woman, with long wavy hair, wears an elegant red evening gown with a flowing train. She sits...",9:16,720x1280,30.0,5s,"couple, air, balloon, paris, sunset, woman, hair, evening"
video/Девушка с цветами,"The girl goes with a bouquet of flowers, massive flowers and rush and swing slightly, as if affected by a soft wind, creating the effect of a living bouquet, cars go","The girl goes with a bouquet of flowers, massive flowers and rush and swing slightly, as if affected by a soft wind, creating the effect of a living bouquet, cars go",9:16,1080x1920,30.0,5s,"girl, bouquet, flower, rush, wind, effect, living, car"
video/Sexy blonde woman posing,walking towards viewer,walking towards viewer,36:55,1152x1760,30.0,10s,
video/Monica Belluci,"Against the backdrop of the Odessa Opera House, Monica Bellucci stands elegantly, wearing a Bulgari snake-shaped necklace with the snake's head seamlessly meeting its tail.","Against the backdrop of the Odessa Opera House, Monica Bellucci stands elegantly, wearing a Bulgari snake-shaped necklace with the snake's head seamlessly meeting its tail.",9:16,1080x1920,30.0,5s,"backdrop, odessa, opera, house, monica, bellucci, bulgari, snake"
video/Whiskers gang,Bring to the motion. The motorbike rides through the streets of old town.,Bring to the motion. The motorbike rides through the streets of old town.,9:16,720x1280,30.0,5s,"motion, motorbike, street, town"
video/El viejo y el Mar,"eyes blinking, water splashing, shirt moving in the breeze","eyes blinking, water splashing, shirt moving in the breeze",16:9,1280x720,30.0,5s,"eye, water, splashing, shirt, breeze"
video/Concept car,"the camera rotates around the subject, the light of the car are changing slowly as the car was alive","the camera rotates around the subject, the light of the car are changing slowly as the car was alive",16:9,1280x720,30.0,5s,"camera, subject, light, car"
video/Ahead is the sky,"An ethereal scene depicting the fleeting nature of life. A serene, peaceful landscape at dusk, where a single breath forms a delicate mist in the air, symbolizing the shortness of life. In the foreground, a figure stands quietly, gazing into the horizon, with soft rays of light breaking through the clouds. The figure holds a glowing, radiant object, symbolizing the virtues of kindness and good deeds. Around them, gentle nature elements like trees and flowers subtly bloom, representing life’s fragility and beauty. The scene conveys calmness, reflection, and the eternal value of compassion","An ethereal scene depicting the fleeting nature of life. A serene, peaceful landscape at dusk, where a single breath forms a delicate mist in the air, symbolizing the shortness of life. In the foreground, a...",11:21,704x1344,30.0,5s,"scene, nature, life, landscape, dusk, breath, form, mist"
video/Tenderness. Girl with a fox,A girl strokes a fox cub and presses her face against its head. An atmosphere of tenderness and calmness.,A girl strokes a fox cub and presses her face against its head. An atmosphere of tenderness and calmness.,9:16,720x1280,30.0,5s,"girl, fox, cub, face, head, atmosphere, tenderness, calmness"
video/A chicken walking,A chicken walking from one side of the screen to the other,A chicken walking from one side of the screen to the other,1:1,1440x1440,30.0,10s,"chicken, side, screen"
video/Come with me if you want to live,"an animated hopeful and dramatic cinematic fantasy scene of a woman walking through a wheat field her hand down and out with palms down as she feels the strands of wheat brush against them while the camera slowly pulls out and tracks the woman, consistent style and detail,",an animated hopeful and dramatic cinematic fantasy scene of a woman walking through a wheat field her hand down and out with palms down as she feels the strands of wheat brush against them while...,59:34,1888x1088,30.0,10s,"fantasy, scene, woman, wheat, field, hand, palm, strand"
video/Dear beaver,The beaver is riding an enduro motorcycle. He jumps over a log on a motorcycle. Then the beaver jumps down the mountain on a motorcycle. Anime style. Natural light. The camera rotates around the object,The beaver is riding an enduro motorcycle. He jumps over a log on a motorcycle. Then the beaver jumps down the mountain on a motorcycle. Anime style. Natural light. The camera rotates around the object,9:16,720x1280,30.0,10s,"beaver, motorcycle, log, mountain, style, light, camera, object"
video/Giant Snake Around Eiffel Tower,giant snake is wrapping around the eiffel tower in paris france. cold windy weather. snake is slithering up and moving around the tower,giant snake is wrapping around the eiffel tower in paris france. cold windy weather. snake is slithering up and moving around the tower,34:59,1088x1888,30.0,5s,"snake, eiffel, tower, paris, france, cold, windy, weather"
video/Timelapse Burger,the construction workers work on the giant hamburger,the construction workers work on the giant hamburger,9:16,720x1280,30.0,5s,"construction, worker, hamburger"
video/Do you like beautiful older sist,"She walks gracefully through the upscale boutiques of Milan, looking right at you with a smile.","She walks gracefully through the upscale boutiques of Milan, looking right at you with a smile.",9:16,1080x1920,30.0,10s,"boutique, milan, smile"
video/CAT FİSHİNG,balık tutan kedi,balık tutan kedi,9:16,720x1280,30.0,10s,"balık, tutan, kedi"
video/Vibrant miniature workers,"Vibrant miniature workers animate a colossal ice cream sundae, moving dynamically across its colorful surface. A tiny sprinkles machine glides along a ribbon of glossy hot fudge, scattering multi-colored sprinkles in a graceful arc, while candy pieces tumble naturally. A worker on a ladder delicately places a bright red maraschino cherry at the peak, and another nimbly steps over a cascade of dripping caramel, maintaining perfect balance. A miniature crane smoothly tilts, pouring a continuous stream of molten chocolate that drips and stretches artistically over the creamy layers. Warm, inviting lighting highlights the glossy textures of the ice cream and sauces, while subtle steam and soft reflections add depth. The entire scene pulses with natural, realistic motion, creating a mesmerizing, playful, and eye-catching tableau that feels both magical and hyper-realistic","Vibrant miniature workers animate a colossal ice cream sundae, moving dynamically across its colorful surface. A tiny sprinkles machine glides along a ribbon of glossy hot fudge, scattering multi-colored sprinkles in a graceful arc, while...",38:51,1216x1632,30.0,5s,"worker, ice, cream, sundae, surface, sprinkle, machine, glide"
video/Hiendao ai,An asian girl riding a tiger. Running. Snowing splashes,An asian girl riding a tiger. Running. Snowing splashes,9:16,1080x1920,30.0,10s,"girl, tiger, splash"
video/beartime,"""A massive, bear stands in the middle of a brightly lit supermarket, towering over the shelves. With a primal hunger, it grabs fresh salmon one after another from the seafood section, devouring them whole. Shoppers freeze in shock, some slowly backing away, while others pull out their phones to record. The fluorescent lights reflect off the polished tile floor, contrasting the raw, untamed nature of the bear. Water drips from the fish as the bear feasts, completely unbothered, like it owns the place. The scene is hyper-realistic, detailed, and slightly comedic yet intense.""","""A massive, bear stands in the middle of a brightly lit supermarket, towering over the shelves. With a primal hunger, it grabs fresh salmon one after another from the seafood section, devouring them whole. Shoppers...",9:16,1080x1920,30.0,10s,"bear, middle, supermarket, shelf, hunger, salmon, seafood, section"
video/Great lockscreen,Relaxing lapping waves against a relaxing bridge,Relaxing lapping waves against a relaxing bridge,20:43,640x1376,30.0,5s,"wave, bridge"
video/For your eyes only,"The world of fashion, luxury and glamor, the most beautiful top model with brown hair and black leather jacket. She posted on Instagram wearing multiple rings on her finger. She has blue eyes, the photo was taken in natural light on a neutral background, linen background, with a Sony camera.","The world of fashion, luxury and glamor, the most beautiful top model with brown hair and black leather jacket. She posted on Instagram wearing multiple rings on her finger. She has blue eyes, the photo...",34:25,1088x800,30.0,5s,"world, fashion, luxury, glamor, model, hair, leather, jacket"
video/The grapes are juicy,"A whimsical, highly detailed fantasy scene depicting a miniature spa resort built inside a cluster of giant, glistening grapes. The grapes are juicy, translucent, and covered in a delicate frost, creating a luxurious, winter vineyard oasis. Tiny, elegant women dressed in stylish bikinis gracefully move around, providing beauty treatments in this surreal, grape-themed paradise.Some of the miniature women are lounging on the grapes, basking in soft, golden sunlight that filters through the frosty vineyard. Others climb delicate wooden ladders, carefully polishing the grapes with soft towels, while a few relax in tiny, grape juice-infused spa pools, their skin glowing with radiance. Snowflakes gently drift through the air, creating a dreamlike balance of warmth and winter enchantment.The setting is hyper-realistic yet fantastical, with luxurious spa stations, soft mist rising from heated grape baths, and tiny golden cups of freshly squeezed grape essence. The warm lighting, combined with the soft snowfall and glowing, jewel-like grapes, enhances the scene’s elegance, magic, and fairy-tale beauty","A whimsical, highly detailed fantasy scene depicting a miniature spa resort built inside a cluster of giant, glistening grapes. The grapes are juicy, translucent, and covered in a delicate frost, creating a luxurious, winter vineyard...",38:51,1216x1632,30.0,5s,"fantasy, scene, spa, resort, cluster, giant, grape, frost"
video/Katana baby,"Baby show some slow fight moves and at the end camera zoom in to his face and he smiles and blinks one of his eyes, flowers falls behind","Baby show some slow fight moves and at the end camera zoom in to his face and he smiles and blinks one of his eyes, flowers falls behind",22:39,704x1248,30.0,5s,"baby, fight, move, end, camera, zoom, face, eye"
video/Knight in shiny armor,"A handsome young man looks at himself in a mirror concerned, his reflection is a robot made of shiny metal. He looks down from the mirror to the floor.","A handsome young man looks at himself in a mirror concerned, his reflection is a robot made of shiny metal. He looks down from the mirror to the floor.",1:1,960x960,30.0,5s,"man, mirror, reflection, robot, metal, floor"
video/Cat playing guitar,play the guitar,play the guitar,34:59,1088x1888,30.0,5s,guitar
video/Submarine explodes underwater,the exploded submarine sinks to the sea floor while burning.,the exploded submarine sinks to the sea floor while burning.,34:59,1088x1888,30.0,5s,"submarine, sink, sea, floor"
video/Minion merged with a star fish,"A stylish character confidently walking down a futuristic runway, striking dynamic poses with each step. The scene is illuminated by bright spot lights and surrounded by a cheering audience. The character wears a high-fashion outfit with flowing fabrics and intricate details, exuding elegance and confidence. The camera smoothly follows the character, capturing slow-motion movements and dramatic angles. The runway is sleek and glossy, reflecting the vibrant lights. Background music is upbeat and energetic, enhancing the runway show atmosphere","A stylish character confidently walking down a futuristic runway, striking dynamic poses with each step. The scene is illuminated by bright spot lights and surrounded by a cheering audience. The character wears a high-fashion outfit...",1:1,1440x1440,30.0,5s,"character, runway, pose, step, scene, spot, light, audience"
video/Aquatic Transformation,Woman underwater transforms into a colourful jellyfish.,Woman underwater transforms into a colourful jellyfish.,1:1,1440x1440,30.0,10s,"woman, underwater, jellyfish"
video/Giant snake attack,"A massive, dark-scaled serpent with glowing golden eyes slowly slithers through the ruins of a burning city. Its head moves subtly, scanning the destruction below while its forked tongue flicks in and out. The cityscape is engulfed in fire and smoke, with embers floating in the air. The serpent's movements are slow and menacing, emphasizing its immense size and power. Occasionally, small pieces of debris fall from crumbling buildings, adding to the chaotic atmosphere. The camera focuses on the serpent’s head, showing its sharp fangs and detailed scales reflecting the fiery glow of the city.","A massive, dark-scaled serpent with glowing golden eyes slowly slithers through the ruins of a burning city. Its head moves subtly, scanning the destruction below while its forked tongue flicks in and out. The cityscape...",34:59,1088x1888,30.0,5s,"serpent, eye, ruin, city, head, destruction, tongue, flick"
video/my love,"She smiled and posed on the catwalk, then raised her left hand to greet the viewers and then walked towards the camera with the Team Signboard in hand, the camera following her every step.","She smiled and posed on the catwalk, then raised her left hand to greet the viewers and then walked towards the camera with the Team Signboard in hand, the camera following her every step.",37:54,1184x1728,30.0,10s,"catwalk, hand, viewer, camera, team, signboard, step"
video/Coffee war,"A coffee cup shaped like Earth sits on a wooden table, with tiny sailing ships navigating its steaming ocean, Miniture men pick up and throw the coffee beans at the ships, Two ships on the left fire their cannons at the ship on the right, with flashes and smoke effects. The ship on the right fires back but is hit by an explosive blast, sending debris flying. It tilts, taking on water, and sinks dramatically beneath the surface. Ripples spread as the victorious ships sail forward.","A coffee cup shaped like Earth sits on a wooden table, with tiny sailing ships navigating its steaming ocean, Miniture men pick up and throw the coffee beans at the ships, Two ships on the...",9:16,1080x1920,30.0,5s,"coffee, cup, earth, table, sailing, ship, steaming, ocean"
video/icecream sailing ship,A ship sails the sea,A ship sails the sea,9:16,720x1280,30.0,5s,"ship, sail, sea"
video/The Astronaut,Astronaut with smoke coming out of his helmet. Looking around on a foreign planet. Camera slowly zooms out.,Astronaut with smoke coming out of his helmet. Looking around on a foreign planet. Camera slowly zooms out.,9:16,1080x1920,30.0,10s,"astronaut, smoke, helmet, planet, camera"
video/car transforms into iron man,"car transforms into iron man, transformation scene like transformer movie.The transformation scene is vivid and realistic.","car transforms into iron man, transformation scene like transformer movie.The transformation scene is vivid and realistic.",2:3,1152x1728,30.0,5s,"car, iron, man, transformation, scene, transformer, movie"
video/Ultra Real Woman,"Die Kamera bewegt sich weiterhin langsam um die Frau herum, während sie mit ihren Händen sanft über ihren eigenen Oberkörper streicht. Ihre Bewegungen sind fließend und betont, als würde sie jede Berührung genießen. Ihr Blick bleibt verträumt und folgt der Kamera, während sie ein leichtes, verspieltes Lächeln auf den Lippen trägt.Während die Kamera ihren Rundgang fortsetzt, verlagert sie subtil die Perspektive, um ihre Körperlinien besonders in Szene zu setzen. Mit einer leichten Drehung ihres Körpers setzt sie gezielt ihren Po in den Fokus, während ihre Handbewegungen elegant und bewusst bleiben. Das Licht umspielt sanft ihre Konturen, hebt ihre Silhouette hervor und verleiht der Szene eine sinnliche, aber ästhetische Wirkung. Die Kamera achtet darauf, den gesamten Körper im Bild zu halten, während ihre Bewegungen weiterhin harmonisch und anmutig bleiben.","Die Kamera bewegt sich weiterhin langsam um die Frau herum, während sie mit ihren Händen sanft über ihren eigenen Oberkörper streicht. Ihre Bewegungen sind fließend und betont, als würde sie jede Berührung genießen. Ihr Blick...",16:9,1920x1080,30.0,10s,"kamera, weiterhin, langsam, frau, herum, sie, ihren, händen"
video/長江艄公,"A ferry moving forward slowly, smoothly, and steadily. smooth and stable shooting.","A ferry moving forward slowly, smoothly, and steadily. smooth and stable shooting.",16:9,1920x1080,30.0,5s,"ferry, shooting"
video/Vietnamese pho,"Amid the rising steam of an enormous bowl of pho, a team of tiny chefs works with meticulous precision. One skillfully slices thin strips of beef, while another scatters fresh herbs like confetti, adding bursts of green to the fragrant broth. A pair of chefs teeters on the rim, using oversized chopsticks to gently stir the simmering soup, their faces glowing with concentration. Nearby, others carefully arrange bean sprouts, lime wedges, and fiery red chili, ensuring every detail is perfect. With boundless energy and teamwork, these miniature culinary masters transform the giant dish into a masterpiece, rich with aroma and flavor.","Amid the rising steam of an enormous bowl of pho, a team of tiny chefs works with meticulous precision. One skillfully slices thin strips of beef, while another scatters fresh herbs like confetti, adding bursts...",1:1,1440x1440,30.0,10s,"steam, bowl, pho, team, chef, precision, strip, beef"
video/chocolate factory,"Chocolate is flowing, and a worker is working.","Chocolate is flowing, and a worker is working.",9:16,720x1280,30.0,10s,"chocolate, worker"
video/The little dino,"the little baby t-rex dinosaur is walking in front slowly. then suddenly stop and look into the camera surprisingly. curious eyes. natural movements,the camera is stationary","the little baby t-rex dinosaur is walking in front slowly. then suddenly stop and look into the camera surprisingly. curious eyes. natural movements,the camera is stationary",9:16,1080x1920,30.0,5s,"baby, t, rex, dinosaur, front, camera, eye, movement"
video/animal hybrid,"the camera follows the subject moving,hewan menyatu menjadi hewan seperti gambar terakhir dan berjalan","the camera follows the subject moving,hewan menyatu menjadi hewan seperti gambar terakhir dan berjalan",34:59,1088x1888,30.0,10s,"camera, subject, moving, hewan, menyatu, menjadi, seperti, gambar"
video/Tiny It-workers,tiny workers are busy and working,tiny workers are busy and working,1:1,1440x1440,30.0,5s,worker
video/Redhead blue dress,pretty redhead woman smiling and turning to show off her figure in pretty blue dress. She is in a modern office,pretty redhead woman smiling and turning to show off her figure in pretty blue dress. She is in a modern office,36:55,1152x1760,30.0,5s,"woman, figure, dress, office"
