path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels,image_1_caption,image_2_caption,image_3_caption
clips/not_filtered/A child who loses their pet.mp4,"People: boy, animated character, child. Animals: cat. Nature: forest, trees, flowers, greenery. Objects: path, holographic screen, hoodie. Actions: crouching, looking, observing, gazing. Emotions: curiosity, wonder, calm, content. Scenes: outdoor, nature, forest path, forest scene. Concepts: friendship, exploration, technology, nature interaction, serenity","People: boy, animated character, child. Animals: cat. Nature: forest, trees, flowers, greenery. Obje...",,,,,"boy, animated character, child, cat, forest, trees, flowers, greenery, path, holographic screen, hoodie, crouching, looking, observing, gazing, curiosity, wonder, calm, content, outdoor, nature, forest path, forest scene, friendship, exploration, technology, nature interaction, serenity","A young boy crouches on a forest path, engaging with a curious cat. The lush forest surrounds them, with sunlight filtering through the trees, creating a serene and magical atmosphere.","A young boy crouches on a forest path, intently observing a small cat sitting opposite him. Above them, a glowing holographic screen displays an image, casting a soft blue light over the scene.","A young animated character stands in a serene forest, gazing softly ahead with a gentle smile. The lush greenery of the forest surrounds the character, creating a peaceful and enchanting atmosphere."
clips/not_filtered/How your food really gets made.mp4,"People: miniature chefs. Objects: toast, fruits, vegetables, cheese, knife. Actions: garnishing, preparing, arranging. Emotions: playful, creative, whimsical. Scenes: kitchen, culinary setup, culinary. Concepts: miniature, cooking, imagination, food art","People: miniature chefs. Objects: toast, fruits, vegetables, cheese, knife. Actions: garnishing, pre...",,,,,"miniature chefs, toast, fruits, vegetables, cheese, knife, garnishing, preparing, arranging, playful, creative, whimsical, kitchen, culinary setup, culinary, miniature, cooking, imagination, food art","A whimsical scene features miniature chefs meticulously garnishing a fried egg on toast, surrounded by an array of fresh fruits, vegetables, and cheeses. The playful setup on a wooden table is vibrant and inviting, with each element carefully arranged to create a delightful culinary display.","A whimsical scene features miniature chefs working together on a slice of toast topped with a sunny-side-up egg. Surrounding them is an array of fresh fruits, vegetables, and cheese, creating a vibrant and inviting culinary setting. The playful interaction of the tiny chefs adds a touch of fantasy to the otherwise realistic food arrangement.",
clips/not_filtered/Face à l'immensité terrestre.mp4,"People: astronaut. Nature: stars, Earth, sun, atmosphere. Objects: spacecraft, window, spacecraft window, Earth, city lights. Actions: gazing. Emotions: awe, serenity, tranquility. Scenes: outer space, earth view, space, orbit. Concepts: exploration, cosmos, serenity","People: astronaut. Nature: stars, Earth, sun, atmosphere. Objects: spacecraft, window, spacecraft wi...",,,,,"astronaut, stars, Earth, sun, atmosphere, spacecraft, window, spacecraft window, Earth, city lights, gazing, awe, serenity, tranquility, outer space, earth view, space, orbit, exploration, cosmos, serenity","An astronaut gazes out of a spacecraft window at the breathtaking view of Earth from space. The planet's surface is illuminated by city lights, while the sun casts a warm glow over the horizon. Stars are scattered across the dark expanse of space, enhancing the scene's serene beauty.","A breathtaking view of Earth from space is seen through a spacecraft window. The curvature of the Earth is visible, with city lights twinkling against the dark surface and a bright blue atmosphere. Stars dot the blackness of space, creating a serene and awe-inspiring scene.",
clips/not_filtered/TheCameraPansAlongA.mp4,"Animals: lion. Nature: clouds, sky, mountains. Objects: car, road, highway. Actions: driving. Emotions: awe, ominous, wonder, mystical, powerful. Scenes: fantasy, surreal. Concepts: mythical, imagination","Animals: lion. Nature: clouds, sky, mountains. Objects: car, road, highway. Actions: driving. Emotio...",,,,,"lion, clouds, sky, mountains, car, road, highway, driving, awe, ominous, wonder, mystical, powerful, fantasy, surreal, mythical, imagination","A surreal scene depicts a colossal lion's head emerging from a mountainous landscape, blending seamlessly with swirling clouds. A lone car drives along a deserted road, dwarfed by the majestic and imposing figure. The atmosphere is both awe-inspiring and slightly ominous, as the lion appears to roar into the sky.","A colossal, ethereal lion head emerges from the clouds, its mane blending seamlessly with the swirling sky. Below, a lone car travels along an empty road, dwarfed by the majestic and surreal scene above.","A surreal scene depicts a massive, ethereal white lion's head emerging from the clouds, overlooking a deserted highway. The lion's striking green eyes gaze intently, creating a mystical and powerful atmosphere. The road stretches into the distance under a dramatic, cloudy sky."
clips/not_filtered/MakeTheKittenPlayThe.mp4,"Animals: kitten. Objects: piano, curtains, piano keys. Actions: standing, playing, pawing. Emotions: curiosity, playfulness, playful. Scenes: indoor, cozy, sunlit room, domestic. Concepts: music, playfulness, innocence, curiosity","Animals: kitten. Objects: piano, curtains, piano keys. Actions: standing, playing, pawing. Emotions:...",,,,,"kitten, piano, curtains, piano keys, standing, playing, pawing, curiosity, playfulness, playful, indoor, cozy, sunlit room, domestic, music, playfulness, innocence, curiosity","A fluffy kitten stands on its hind legs, gently placing its paws on the keys of a piano. The warm glow of sunlight filters through the curtains, casting a soft light on the scene.","A fluffy kitten stands on its hind legs, gently placing its paws on the keys of a piano. The warm glow of sunlight filters through the window, casting a soft light over the scene.","A fluffy kitten stands on its hind legs, playfully pawing at the keys of a piano. The warm glow of sunlight filters through curtains, casting a gentle light over the scene."
clips/not_filtered/girl making a cake in kitchen.mp4,"People: girls, children. Objects: cake, refrigerator, candies, kitchen, window. Actions: decorating, watching, smearing. Emotions: happiness, cooperation, joyful, playful. Scenes: kitchen, baking, baking activity. Concepts: friendship, creativity, fun","People: girls, children. Objects: cake, refrigerator, candies, kitchen, window. Actions: decorating,...",,,,,"girls, children, cake, refrigerator, candies, kitchen, window, decorating, watching, smearing, happiness, cooperation, joyful, playful, kitchen, baking, baking activity, friendship, creativity, fun","Two animated girls are in a cheerful kitchen, decorating a colorful cake together. One girl is placing candies on the cake while the other watches with a smile. The kitchen is bright and welcoming, with a view of lush greenery through the window.","In a cozy kitchen, three children are joyfully decorating a cake. One child playfully smears frosting on another's face, while the third child watches with amusement. The scene is filled with laughter and creativity as they enjoy their baking activity.",
clips/not_filtered/TheSceneBeginsInDarkness.mp4,"People: woman. Objects: boots, outfit, clothing. Actions: standing, arms crossed. Emotions: mysterious, confidence. Scenes: spotlight, silhouette, dramatic lighting. Concepts: focus, drama, theatrical","People: woman. Objects: boots, outfit, clothing. Actions: standing, arms crossed. Emotions: mysterio...",,,,,"woman, boots, outfit, clothing, standing, arms crossed, mysterious, confidence, spotlight, silhouette, dramatic lighting, focus, drama, theatrical","A silhouette of a woman stands gracefully in a spotlight, her figure accentuated by the soft glow. Her hair is illuminated, creating a halo effect, while she wears a form-fitting outfit and boots.","A confident woman stands under a dramatic spotlight, her arms crossed and her expression poised. She is wearing a stylish outfit consisting of a sleeveless top, shorts, and knee-high boots, with her blonde hair illuminated by the light.",
"clips/not_filtered/""ایکسرسبزاورکھلیچراگاہ.mp4","People: child. Animals: horse. Nature: hills, clouds, sky, grass, field. Actions: running, galloping. Emotions: joy, happiness. Scenes: outdoor, nature, rural. Concepts: playfulness, freedom","People: child. Animals: horse. Nature: hills, clouds, sky, grass, field. Actions: running, galloping...",,,,,"child, horse, hills, clouds, sky, grass, field, running, galloping, joy, happiness, outdoor, nature, rural, playfulness, freedom",A joyful child with tribal tattoos runs alongside a galloping horse in a lush green field. The scene is set against a backdrop of distant hills and a clear blue sky dotted with fluffy clouds.,"A young child with intricate body paint joyfully runs alongside a horse in a lush, open field. The horse appears to be in mid-gallop, creating a dynamic and playful scene. The background features rolling hills under a clear blue sky with scattered clouds.",
clips/not_filtered/LionLickingAndLovingThe.mp4,"People: girl. Animals: lion. Nature: forest, path, trees. Objects: gown, crown. Actions: walking, touching, sitting, leaning, riding. Emotions: serenity, wonder, trust, magical, adventurous. Scenes: fairytale, forest path, forest, fairy-tale. Concepts: enchantment, majesty, harmony, magic, fantasy","People: girl. Animals: lion. Nature: forest, path, trees. Objects: gown, crown. Actions: walking, to...",,,,,"girl, lion, forest, path, trees, gown, crown, walking, touching, sitting, leaning, riding, serenity, wonder, trust, magical, adventurous, fairytale, forest path, forest, fairy-tale, enchantment, majesty, harmony, magic, fantasy","A young girl dressed in an ornate golden gown and crown gently touches a majestic lion as they walk along a forest path. The scene is bathed in warm, golden light, creating a fairytale-like atmosphere.","A young girl dressed in an elegant golden gown sits beside a majestic lion on a forest path. The girl, wearing a sparkling crown, gently leans against the lion, creating a serene and magical atmosphere. Sunlight filters through the trees, casting a warm glow over the scene.","A young girl dressed in an elegant golden gown and crown is riding a majestic lion along a forest path. The scene is bathed in warm sunlight, creating a magical and fairy-tale atmosphere."
clips/not_filtered/SweetKittenAndRabbitsPlaying.mp4,"Animals: kitten, rabbits, rabbit. Objects: ball, screens, lights, neon signs. Actions: holding, standing. Emotions: playful, cheerful, curiosity, playfulness. Scenes: indoor, entertainment venue, arcade. Concepts: whimsy, playfulness, play","Animals: kitten, rabbits, rabbit. Objects: ball, screens, lights, neon signs. Actions: holding, stan...",,,,,"kitten, rabbits, rabbit, ball, screens, lights, neon signs, holding, standing, playful, cheerful, curiosity, playfulness, indoor, entertainment venue, arcade, whimsy, playfulness, play","In a vibrant and playful setting, a kitten stands at the center holding a small orange ball, flanked by two rabbits. The background features colorful lights and screens, suggesting a lively indoor environment.","In a lively arcade setting, a cute kitten holds a small orange ball while flanked by two playful rabbits. The background is filled with colorful neon signs and screens, creating a vibrant atmosphere. The animals appear curious and engaged, adding a whimsical touch to the scene.",
clips/not_filtered/Maiko doll: A graceful dance wit.mp4,"Objects: kimono, Japanese doll, hair ornaments, hairpiece, doll. Actions: standing, display. Emotions: serenity, serene. Scenes: cultural display, traditional, cultural. Concepts: tradition, artistry, Japanese culture, craftsmanship","Objects: kimono, Japanese doll, hair ornaments, hairpiece, doll. Actions: standing, display. Emotion...",,,,,"kimono, Japanese doll, hair ornaments, hairpiece, doll, standing, display, serenity, serene, cultural display, traditional, cultural, tradition, artistry, Japanese culture, craftsmanship","A traditional Japanese doll dressed in an elaborate kimono stands gracefully against a neutral background. The doll features intricate details, including a floral hairpiece and a colorful, patterned kimono.","The image features a traditional Japanese doll dressed in an elaborate kimono. The doll is adorned with intricate hair ornaments and has a serene expression. The background is a simple, muted color, highlighting the doll's vibrant attire.","A traditional Japanese doll dressed in an elaborate kimono stands gracefully against a neutral background. The doll's attire features intricate floral patterns and vibrant colors, complemented by delicate hair ornaments."
clips/not_filtered/Mysterious place.mp4,"Nature: waterfall, forest, trees, rocks, cliff. Objects: water, cliff, pool, rocks. Actions: cascading, flowing. Emotions: serene, serenity, peacefulness, tranquil, majestic. Scenes: natural landscape, forest waterfall, wilderness, waterfall scene. Concepts: tranquility, nature beauty","Nature: waterfall, forest, trees, rocks, cliff. Objects: water, cliff, pool, rocks. Actions: cascadi...",,,,,"waterfall, forest, trees, rocks, cliff, water, cliff, pool, rocks, cascading, flowing, serene, serenity, peacefulness, tranquil, majestic, natural landscape, forest waterfall, wilderness, waterfall scene, tranquility, nature beauty","A serene waterfall cascades down a rocky cliff surrounded by lush greenery. Sunlight filters through the trees, creating a peaceful and vibrant atmosphere. The turquoise water at the base of the waterfall adds a refreshing contrast to the scene.","A majestic waterfall cascades down a rocky cliff, surrounded by lush green foliage. The water flows into a clear, turquoise pool below, creating a serene and picturesque scene. Sunlight filters through the trees, highlighting the vibrant colors of the landscape.","A majestic waterfall cascades down a rugged cliff surrounded by lush greenery and tall trees. The water flows powerfully, creating a misty spray at the base. Sunlight filters through the trees, illuminating the scene with a warm glow."
"clips/not_filtered/""AMagicalSceneWithAn.mp4","People: angel, angelic figure, woman. Objects: wings, gown, stone platform, stone block, jewelry. Actions: sitting. Emotions: serenity, peacefulness, calm. Scenes: ethereal, mystical, minimalistic, celestial. Concepts: angelic, tranquility, angel, grace, beauty","People: angel, angelic figure, woman. Objects: wings, gown, stone platform, stone block, jewelry. Ac...",,,,,"angel, angelic figure, woman, wings, gown, stone platform, stone block, jewelry, sitting, serenity, peacefulness, calm, ethereal, mystical, minimalistic, celestial, angelic, tranquility, angel, grace, beauty","A serene figure with angelic wings sits gracefully on a stone platform, enveloped in a flowing white gown. The soft, ethereal lighting enhances the tranquil atmosphere, with clouds of mist surrounding the scene.","A serene figure with angelic wings sits gracefully on a stone block. The person is dressed in a flowing white gown, exuding an ethereal presence against a dark background.","A serene woman dressed in an elegant white gown sits gracefully, adorned with large, feathered wings. Her gentle expression and poised posture evoke a sense of calm and ethereal beauty."
clips/not_filtered/Hi :).mp4,"People: miniature chefs. Objects: egg yolk, wooden bridge, egg, pan, bridge. Actions: standing, overseeing, balancing, navigating. Emotions: whimsical, imaginative. Scenes: fantasy, culinary, fantasy landscape. Concepts: surrealism, miniature, miniature world","People: miniature chefs. Objects: egg yolk, wooden bridge, egg, pan, bridge. Actions: standing, over...",,,,,"miniature chefs, egg yolk, wooden bridge, egg, pan, bridge, standing, overseeing, balancing, navigating, whimsical, imaginative, fantasy, culinary, fantasy landscape, surrealism, miniature, miniature world","Four miniature chefs stand on a wooden bridge above a flowing river of egg yolk, with a large egg in the background. The scene is set in a whimsical, cave-like environment with steam rising from the yolk. The chefs appear to be overseeing the surreal culinary landscape.","Four miniature chefs stand on a narrow bridge above a vibrant, flowing river of yolk and egg white. The scene is set against a backdrop of rocky cliffs and a glowing sun-like yolk in the sky. The chefs appear to be balancing carefully as they navigate the surreal landscape.",
clips/not_filtered/SlowlyCameraRotate.WomanSmiles.mp4,"People: woman. Nature: sky, tree. Objects: cathedral, dress, lamp post. Actions: smiling, standing, walking. Emotions: happiness. Scenes: urban, tourist site, city plaza, historic architecture. Concepts: architecture, history, travel, urban life, tourism","People: woman. Nature: sky, tree. Objects: cathedral, dress, lamp post. Actions: smiling, standing, ...",,,,,"woman, sky, tree, cathedral, dress, lamp post, smiling, standing, walking, happiness, urban, tourist site, city plaza, historic architecture, architecture, history, travel, urban life, tourism","A young woman stands smiling in front of a grand, historic cathedral. The architectural details of the church are prominently displayed in the background, with its tall spires and intricate facade. The scene is set on a sunny day, with a clear blue sky overhead.","A young woman stands smiling in front of a grand cathedral with intricate architectural details. The sun casts a warm glow, highlighting her blue dress adorned with floral patterns. The background features a bustling plaza with people walking and enjoying the day.",
"clips/not_filtered/TheGirlBlink,staticCamera.mp4","People: eye, eyelashes, eyebrows. Objects: fabric, snow. Nature: snow. Emotions: mystery, intensity. Scenes: close-up, winter. Concepts: focus, concealment, cold","People: eye, eyelashes, eyebrows. Objects: fabric, snow. Nature: snow. Emotions: mystery, intensity....",,,,,"eye, eyelashes, eyebrows, fabric, snow, snow, mystery, intensity, close-up, winter, focus, concealment, cold","A close-up of a person's eye, partially covered by a dark, textured fabric with snow-like particles. The eye is strikingly blue, with a sharp focus on the eyelashes and surrounding skin.","A close-up of a person's eye, partially obscured by a dark, textured fabric with small specks resembling snow. The eye is strikingly blue, with a focused gaze, framed by dark eyelashes and eyebrows.",
clips/not_filtered/alice and friends.mp4,"People: woman. Animals: lion. Objects: metallic humanoid, clown-like character, top hat. Emotions: intrigue, mystery, joyful, playful. Scenes: fantasy, theatrical, portrait. Concepts: surrealism, whimsy, theatrical, imaginative. Actions: smiling, posing","People: woman. Animals: lion. Objects: metallic humanoid, clown-like character, top hat. Emotions: i...",,,,,"woman, lion, metallic humanoid, clown-like character, top hat, intrigue, mystery, joyful, playful, fantasy, theatrical, portrait, surrealism, whimsy, theatrical, imaginative, smiling, posing","A woman stands surrounded by three fantastical figures: a lion, a metallic humanoid, and a clown-like character. The scene is dark and mysterious, with each character displaying a unique expression. The woman appears calm yet intrigued amidst the unusual company.","A woman stands smiling broadly, surrounded by a lion, a mechanical figure, and a whimsical character in top hats. The group appears to be posing for a playful portrait, each character displaying distinct and theatrical expressions.",
clips/not_filtered/Tight Closeup of Smiling Redhead.mp4,"People: person, face. Objects: face, makeup, hair, eyes. Emotions: calm, introspective, happiness, warmth. Scenes: portrait. Visual_attributes: red hair, blue eyes, soft lighting. Concepts: beauty, expression. Actions: smiling","People: person, face. Objects: face, makeup, hair, eyes. Emotions: calm, introspective, happiness, w...",,,,,"person, face, face, makeup, hair, eyes, calm, introspective, happiness, warmth, portrait, red hair, blue eyes, soft lighting, beauty, expression, smiling","A close-up portrait of a person with striking blue eyes and red hair. The subject's expression is calm and introspective, with soft lighting highlighting their features.",A close-up portrait of a person with striking blue eyes and red hair. The individual has a calm expression and is looking slightly to the side.,"A close-up portrait of a person with red hair and blue eyes, smiling warmly. The image captures the person's facial features in detail, highlighting their bright eyes and subtle dimples."
clips/not_filtered/1-st Day of March!.mp4,"People: young woman, woman. Nature: tulips, flowers. Objects: flowers, bouquet. Emotions: serenity, intimacy, joyful, serene. Scenes: portrait. Concepts: beauty, tranquility, happiness. Actions: smiling, holding","People: young woman, woman. Nature: tulips, flowers. Objects: flowers, bouquet. Emotions: serenity, ...",,,,,"young woman, woman, tulips, flowers, flowers, bouquet, serenity, intimacy, joyful, serene, portrait, beauty, tranquility, happiness, smiling, holding",A young woman with long hair gently holds a bouquet of pink tulips close to her face. Her serene expression and soft gaze create a tranquil and intimate atmosphere.,"A young woman with long, wavy hair smiles warmly at the camera, holding a bouquet of soft pink tulips. Her expression is joyful and serene, set against a blurred, dark background that highlights her features.",
clips/not_filtered/Ocean Girl and Cat.mp4,"People: woman. Animals: cat. Nature: ocean, waves. Actions: emerging, cradling, standing. Emotions: serene, calm. Scenes: fantasy, mythical, surreal. Concepts: harmony, nature, mythical, ethereal","People: woman. Animals: cat. Nature: ocean, waves. Actions: emerging, cradling, standing. Emotions: ...",,,,,"woman, cat, ocean, waves, emerging, cradling, standing, serene, calm, fantasy, mythical, surreal, harmony, nature, mythical, ethereal","A serene woman with flowing silver hair emerges from the ocean waves, cradling a ginger cat. The scene is ethereal, with water cascading around them, creating a mystical atmosphere.","A woman with flowing, silver hair stands amidst ocean waves, holding a ginger cat. The scene is ethereal, with the waves and her hair blending seamlessly, creating a mystical atmosphere.",
"clips/not_filtered/AHyper-realisticGiantHumanShoes,.mp4","People: miniature workers. Objects: giant shoe, ladders, tools, platform, cleaning tools. Actions: cleaning, polishing, repairing, climbing. Emotions: whimsical, playful. Scenes: workshop, construction site, surreal, imaginative. Concepts: miniature world, imagination, scale contrast, collaboration","People: miniature workers. Objects: giant shoe, ladders, tools, platform, cleaning tools. Actions: c...",,,,,"miniature workers, giant shoe, ladders, tools, platform, cleaning tools, cleaning, polishing, repairing, climbing, whimsical, playful, workshop, construction site, surreal, imaginative, miniature world, imagination, scale contrast, collaboration","A group of miniature workers are engaged in cleaning and maintaining a giant brown leather shoe. Ladders are propped against the shoe, and the workers are using various tools and equipment to polish and repair it. The scene is set on a small platform with additional tools and materials scattered around.","A group of miniature people are working on a giant brown shoe, using ladders and tools to clean and polish it. The scene is whimsical, with the oversized shoe dominating the frame and the tiny figures busily engaged in their tasks.",
clips/not_filtered/my superstar.mp4,"People: animated character, young musician, musician, guitarist. Objects: electric guitar, amplifier, microphone, drum set, microphone stand. Actions: playing guitar, performing. Emotions: energetic, focused, passionate. Scenes: concert, stage performance, stage. Concepts: music, performance, animation, rock concert","People: animated character, young musician, musician, guitarist. Objects: electric guitar, amplifier...",,,,,"animated character, young musician, musician, guitarist, electric guitar, amplifier, microphone, drum set, microphone stand, playing guitar, performing, energetic, focused, passionate, concert, stage performance, stage, music, performance, animation, rock concert","An animated character energetically plays an electric guitar on stage, surrounded by amplifiers and a microphone. The background features bold red and white colors, adding to the dynamic atmosphere.","A young character energetically plays an electric guitar on stage, surrounded by musical equipment. The scene is dynamic, with the character's intense focus and the vibrant background suggesting a lively performance.","A young musician passionately plays an electric guitar on stage, surrounded by amplifiers and a microphone. The scene is dynamic, with bold red and white colors emphasizing the energy of the performance."
clips/not_filtered/“AnAnimatedSceneFeaturingTiny.mp4,"People: miniature chefs. Objects: ladder, potato, tools, knives, giant potato. Actions: peeling, climbing, carving. Emotions: playful, whimsical, imaginative, focused. Scenes: miniature scene, food art, creative setup, studio setup, artistic composition. Concepts: surrealism, creativity, scale contrast, imagination, miniature art","People: miniature chefs. Objects: ladder, potato, tools, knives, giant potato. Actions: peeling, cli...",,,,,"miniature chefs, ladder, potato, tools, knives, giant potato, peeling, climbing, carving, playful, whimsical, imaginative, focused, miniature scene, food art, creative setup, studio setup, artistic composition, surrealism, creativity, scale contrast, imagination, miniature art","A whimsical scene shows miniature chefs working on a giant potato. They are using ladders and tools to peel and carve the potato, creating a playful and imaginative setting. The chefs are dressed in traditional white uniforms with red aprons, adding to the charm of the scene.","A group of miniature chefs are meticulously peeling a giant potato, using ladders and small knives. The scene is set against a neutral background, highlighting the whimsical and creative nature of the setup. The chefs, dressed in traditional white uniforms and red aprons, appear focused on their task.","A whimsical scene depicts miniature chefs working on a giant potato. The chefs are meticulously peeling and carving the potato, using ladders to reach different sections. Their detailed uniforms and tools add a playful touch to the surreal setting."
"clips/not_filtered/TheCameraIsStationary,Detailed,Realistic,.mp4","Animals: kittens, cats. Nature: leaves, rain. Objects: wet surface, raindrops. Actions: sitting, standing. Emotions: curiosity. Scenes: outdoor, rainy. Concepts: innocence, nature","Animals: kittens, cats. Nature: leaves, rain. Objects: wet surface, raindrops. Actions: sitting, sta...",,,,,"kittens, cats, leaves, rain, wet surface, raindrops, sitting, standing, curiosity, outdoor, rainy, innocence, nature","Two small kittens sit close together on a wet surface, their fur damp from the rain. Large green leaves surround them, providing a natural backdrop as raindrops continue to fall.","Two small kittens with wet fur stand close together on a rain-soaked surface, surrounded by lush green leaves. Raindrops are visible on their fur, highlighting the gentle shower they are experiencing.",
clips/not_filtered/CreateARescueVideoWhere.mp4,"People: men. Animals: horse. Nature: sky, fields, clouds, field. Objects: helicopter, harness, ropes. Actions: lifting, hoisting, airlifting, guiding. Emotions: focus, calm, focused, concern. Scenes: rescue operation, outdoor. Concepts: animal rescue, teamwork","People: men. Animals: horse. Nature: sky, fields, clouds, field. Objects: helicopter, harness, ropes...",,,,,"men, horse, sky, fields, clouds, field, helicopter, harness, ropes, lifting, hoisting, airlifting, guiding, focus, calm, focused, concern, rescue operation, outdoor, animal rescue, teamwork","A helicopter is lifting a horse using a harness, with four men standing below in a muddy area. The horse appears calm as it is being hoisted, while the men seem focused on the operation. The scene is set against a backdrop of a clear sky and open fields.","A horse is being airlifted by a helicopter, suspended in a harness above a muddy field. Below, four men are guiding the ropes, ensuring the horse's safe descent. The scene takes place under a clear blue sky with scattered clouds.",
clips/not_filtered/AHotAirBalloonMade.mp4,"Nature: clouds, strawberries, blueberries, flowers, sky. Objects: hot air balloon, wicker basket, strawberries, blueberries, flowers. Scenes: aerial, sky, fantasy. Concepts: creativity, whimsy, imagination. Emotions: playful, imaginative, whimsical, joyful","Nature: clouds, strawberries, blueberries, flowers, sky. Objects: hot air balloon, wicker basket, st...",,,,,"clouds, strawberries, blueberries, flowers, sky, hot air balloon, wicker basket, strawberries, blueberries, flowers, aerial, sky, fantasy, creativity, whimsy, imagination, playful, imaginative, whimsical, joyful","A whimsical hot air balloon made entirely of vibrant fruits and flowers floats against a backdrop of a clear blue sky. The balloon's envelope is crafted from strawberries, blueberries, and colorful blossoms, while the basket is woven from wicker and filled with more blueberries.","A whimsical hot air balloon is crafted from an assortment of vibrant fruits and flowers. The balloon's envelope is made up of strawberries, blueberries, and colorful blossoms, while the basket is woven from wicker. The scene is set against a backdrop of a clear blue sky with fluffy clouds.",
clips/not_filtered/Scene1–IntroductionOldBlack-and-white.mp4,"People: men, group. Objects: frame, photograph, suits, buildings. Actions: standing. Emotions: seriousness, confidence. Scenes: historical, formal, cityscape. Concepts: vintage, architecture","People: men, group. Objects: frame, photograph, suits, buildings. Actions: standing. Emotions: serio...",,,,,"men, group, frame, photograph, suits, buildings, standing, seriousness, confidence, historical, formal, cityscape, vintage, architecture","A group of men in vintage attire stand solemnly in front of an ornate, historical building. The scene is captured in a sepia-toned photograph, framed and held by unseen hands. The men appear serious and focused, suggesting an important moment in time.","The image depicts three men in formal attire standing in front of an elaborate architectural backdrop. The central figure, with a prominent mustache, gazes confidently forward, while the other two men appear slightly behind him, adding depth to the scene.",
clips/not_filtered/fish diving.mp4,"People: man, figure. Nature: lake, rocks, water, whirlpool. Objects: whirlpool, pier. Actions: sitting, observing, leaping, swirling. Emotions: serene, contemplative, dynamic. Scenes: lakeside, evening, aquatic. Concepts: tranquility, mysticism, motion, contrast. Animals: fish","People: man, figure. Nature: lake, rocks, water, whirlpool. Objects: whirlpool, pier. Actions: sitti...",,,,,"man, figure, lake, rocks, water, whirlpool, whirlpool, pier, sitting, observing, leaping, swirling, serene, contemplative, dynamic, lakeside, evening, aquatic, tranquility, mysticism, motion, contrast, fish","A serene lakeside scene features a man in a white robe sitting on rocks by the water, observing a magical whirlpool. In the background, another figure in a robe stands on a wooden pier, gazing at the tranquil lake. The water reflects the soft glow of the evening light, creating a peaceful atmosphere.","A vibrant scene captures a fish leaping out of a swirling whirlpool in a body of water. The fish's orange scales contrast against the deep blue of the water, creating a dynamic and lively image.",
clips/not_filtered/CatPlayingFlute.mp4,"Animals: cat. Objects: flute, book, music sheet, lamp, sheet music. Actions: playing, posing. Emotions: whimsical, playful. Scenes: indoor, cozy, musical. Concepts: humor, creativity, anthropomorphism","Animals: cat. Objects: flute, book, music sheet, lamp, sheet music. Actions: playing, posing. Emotio...",,,,,"cat, flute, book, music sheet, lamp, sheet music, playing, posing, whimsical, playful, indoor, cozy, musical, humor, creativity, anthropomorphism","A gray cat is humorously posed as if playing a flute, with its paws delicately placed on the instrument. The scene is set in a cozy room with warm lighting, adding to the whimsical atmosphere.","A gray cat is humorously posed as if playing a flute, sitting on a wooden surface. The scene includes an open music book, suggesting a playful take on a musical setting.","A gray cat is humorously posed as if playing a flute, with its paws placed on the instrument. The scene is set indoors, with a music sheet open in front of the cat, adding to the whimsical atmosphere."
clips/not_filtered/Ultra-realisticMacroPhotographyOfA.mp4,"People: hand. Objects: nails, ring, fabric. Actions: manicured, manicure, resting. Emotions: elegance, sophistication. Scenes: close-up. Concepts: fashion, style, beauty, manicure","People: hand. Objects: nails, ring, fabric. Actions: manicured, manicure, resting. Emotions: eleganc...",,,,,"hand, nails, ring, fabric, manicured, manicure, resting, elegance, sophistication, close-up, fashion, style, beauty, manicure","A close-up of a hand showcases elegantly manicured nails with a stylish leopard print design. The nails are painted in a glossy white with black and beige leopard spots near the tips. The hand is adorned with a gold ring, adding a touch of sophistication.","A close-up of a hand with a focus on the nails, which are painted in a glossy white with black leopard print tips. The hand is adorned with a gold ring, and the background is a soft, textured fabric.","A close-up of a hand with elegantly manicured nails featuring a white base and black leopard print design. The hand is adorned with a gold ring and rests on a soft, gray fabric."
clips/not_filtered/Steam train.mp4,"People: man, woman. Objects: top hat, train compartment, Victorian clothing, steam engine, train. Actions: sitting, gazing, conversing. Emotions: intensity, curiosity, engaged, curious. Scenes: historical setting, train interior, train compartment. Concepts: elegance, nostalgia, vintage, travel","People: man, woman. Objects: top hat, train compartment, Victorian clothing, steam engine, train. Ac...",,,,,"man, woman, top hat, train compartment, Victorian clothing, steam engine, train, sitting, gazing, conversing, intensity, curiosity, engaged, curious, historical setting, train interior, train compartment, elegance, nostalgia, vintage, travel","A man and a woman dressed in Victorian-era clothing sit across from each other in a luxurious train compartment. The woman gazes intently at the man, who is wearing a top hat, as steam billows from a nearby engine. The setting is elegant and reminiscent of a bygone era.","A man and a woman dressed in elegant, vintage attire sit across from each other in a luxurious train compartment. The woman wears a detailed lace dress, while the man dons a formal suit with a top hat. Steam from the train engine fills the background, adding to the historical ambiance.",
