path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/Krishna,Krishna Walking in nature with Holding hand of girl Radha and Dancing together,Krishna Walking in nature with Holding hand of girl Radha and Dancing together,9:16,1080x1920,30.0,5s,"krishna, nature, hand, girl, radha"
clips/indian women,smooth and stable shooting,smooth and stable shooting,9:16,720x1280,30.0,5s,shooting
clips/Cat meows at the cup,"2D cartoon style, 2d animation. A cartoon cat looks around with curiosity and sees the mug. Cat looks at the mug, gets a bit closer to the mug.","2D cartoon style, 2d animation. A cartoon cat looks around with curiosity and sees the mug. Cat looks at the mug, gets a bit closer to the mug.",51:38,1632x1216,30.0,5s,"2d, cartoon, style, animation, cat, curiosity, mug, bit"
clips/Mother and child,"Mother and child, slow motion, 4k, static camera, cinematic, high quality, Adobe stock video, commercial","Mother and child, slow motion, 4k, static camera, cinematic, high quality, Adobe stock video, commercial",16:9,1920x1080,30.0,5s,"mother, child, motion, camera, quality, adobe, stock, video"
clips/swimming with whale,"A majestic whale breaches powerfully from the ocean, sending cascades of water droplets flying in all directions. Its massive body glistens under the sunlight as it rises, twisting slightly before continuing its ascent. The whale moves slowly, powerfully, and gracefully, emerging from the swirling vortex of water. It keeps rising until it fully exits the frame, leaving only rippling water behind. The surrounding water churns dynamically, creating a natural ripple effect. Bubbles and foam disperse in a natural and realistic motion. The camera remains completely static, capturing the entire movement.","A majestic whale breaches powerfully from the ocean, sending cascades of water droplets flying in all directions. Its massive body glistens under the sunlight as it rises, twisting slightly before continuing its ascent. The whale...",9:16,720x1280,30.0,10s,"whale, breach, ocean, cascade, water, droplet, direction, body"
clips/em bé dễ thương,"4 year old boy wearing police uniform, smiling brightly, walking his puppy on the street","4 year old boy wearing police uniform, smiling brightly, walking his puppy on the street",34:59,1088x1888,30.0,5s,"year, boy, police, uniform, puppy, street"
clips/Лис крокує дощовим містом,"Picture a cute fluffy red fox happily striding towards the viewer on a rainy cobblestone street. The fox is wearing a bright yellow cloak and matching boots, holding an umbrella made of green leaves. Raindrops splash on the puddles as the fox splashes, its tail swinging with each step. The background lighting of street lights and blurred buildings creates a warm cosiness. atmosphere with soft rain falling in slow motion.Create a cinematic, cozy and serene hyper-realistic oil painting and watercolor scene of a little fox walking on two legs on a rainy city street. The fox has soft orange fluffy fur, orange mixed with black ears, and has an adorable expression of determination. She is wearing a yellow cloak and yellow boots, holding a leaf umbrella.The overall style should be photorealistic, exciting. intricate textures such as fur and fabric create an adventurous look.We create a cinematic, cosmic and serial hyperrealistic oil painting and watercolor scene of a male anthropomorphic fox walking down the street of a rainy city. The fox has soft orange fluffy fur, orange mixed with black ears, and a charming expression of determination. stability He is wearing a yellow cloak and yellow boots, holding an umbrella made of leaves. The overall style should be photorealistic, capturing complex textures such as fur and cloak fabric. The mood of the image is adventurous, combined with","Picture a cute fluffy red fox happily striding towards the viewer on a rainy cobblestone street. The fox is wearing a bright yellow cloak and matching boots, holding an umbrella made of green leaves. Raindrops...",1:1,960x960,30.0,5s,"fox, viewer, cobblestone, street, cloak, matching, boot, umbrella"
clips/МММ,"He drinks slowly from the cup,","He drinks slowly from the cup,",9:16,1080x1920,30.0,5s,cup
clips/Leão da tribo de Judá,Faça com que o leão com caminhe lentamente para frente e a pessoa acima do leão olhe para frente sorrindo,Faça com que o leão com caminhe lentamente para frente e a pessoa acima do leão olhe para frente sorrindo,26:33,832x1056,30.0,5s,"faça, com, que, o, caminhe, lentamente, para, frente"
clips/Emmanuel Macron,"A man with long gray hair and a thick beard, dressed in a black leather jacket, is sitting on a large motorcycle in a neon-lit city street. The camera does a forward tracking shot, slowly moving closer to the man. He runs his hand through his hair with a calm but intense expression, exuding a mysterious and charismatic aura. The neon lights subtly reflect off the chrome of the motorcycle and the texture of his jacket, creating a dark and cinematic atmosphere for the scene","A man with long gray hair and a thick beard, dressed in a black leather jacket, is sitting on a large motorcycle in a neon-lit city street. The camera does a forward tracking shot, slowly...",1:1,1440x1440,30.0,5s,"man, hair, beard, leather, jacket, motorcycle, neon, city"
clips/Snowboarding Friends,a three-toed sloth riding on a pig on a snowboard driving down a hill,a three-toed sloth riding on a pig on a snowboard driving down a hill,17:13,1632x1248,30.0,5s,"toed, sloth, riding, pig, snowboard, hill"
clips/Santa rebel,"Santa turns towards camera and says merry apocalypse Christmas, post apocalyptic, desaturated colors","Santa turns towards camera and says merry apocalypse Christmas, post apocalyptic, desaturated colors",16:9,1920x1080,30.0,5s,"santa, camera, merry, apocalypse, christmas, post, color"
clips/Panda Gorilla,buat gorilla meraung sambil melihat ke atas dan panda menepuk nepuk kepalanya,buat gorilla meraung sambil melihat ke atas dan panda menepuk nepuk kepalanya,9:16,720x1280,30.0,5s,"buat, gorilla, meraung, sambil, ke, atas, dan, panda"
clips/Then and now,"Video Generation Prompt (From Photos)A cinematic time-lapse of a man's life, centered around his unwavering bond with his loyal dog. Scene 1: A young boy and his dog sit on a grassy hill, gazing at Mars under a starry sky, distant city lights glowing warmly. Scene 2: As a teenager, he stands on the same hill, backpack heavier, eyes filled with uncertainty, Mars still in view. Scene 3: Now an astronaut on Mars, he sits with his dog, staring at Earth, his past a distant memory. Scene 4: Older now, helmet off, he and his aged dog watch Earth from a rocky ledge, the Martian sunset blending warm and cool hues, reflecting on a lifetime of change. A seamless transition between each moment, evoking nostalgia, ambition, and loyalty.","Video Generation Prompt (From Photos)A cinematic time-lapse of a man's life, centered around his unwavering bond with his loyal dog. Scene 1: A young boy and his dog sit on a grassy hill, gazing at...",16:9,1920x1080,30.0,5s,"video, generation, prompt, photos)a, time, lapse, man, life"
clips/Warrior's Walk,"fierce and determined warrior woman walks forward with steady, confident steps across surrounded by blue glowing smoke, her tattered yet intricately designed robe flowing gently in the wind. Her red, windswept hair frames her intense gaze, exuding strength and resilience. The warm, blue moonlight casts dramatic shadows, emphasizing the texture of her worn clothing, the glint of the swords strapped to her waist, and the dust swirling at her feet. Behind her, a majestic white tiger strides in sync with her movements, its piercing blue eyes focused, exuding both power and grace. Its fur ripples slightly with each step, muscles shifting naturally beneath its coat. Both figures move with controlled intensity, their presence commanding the scene. The smoke swirls around and glows with bioluminescencethrough the moonlight.The camera captures the scene with slow-motion cinematic movement, keeping the focus on the warrior and the tiger, while the slightly blurred background provides depth. The overall composition is immersive, with a perfect blend of fantasy and realism","fierce and determined warrior woman walks forward with steady, confident steps across surrounded by blue glowing smoke, her tattered yet intricately designed robe flowing gently in the wind. Her red, windswept hair frames her intense...",9:16,1080x1920,30.0,10s,"warrior, woman, step, smoke, robe, wind, hair, gaze"
clips/Kamado Tanjiro Badass Demon Slay,"TRACKING SHOT OF HIM WALKING FORWARDS, LOW ANGLE SHOT","TRACKING SHOT OF HIM WALKING FORWARDS, LOW ANGLE SHOT",9:16,720x1280,30.0,10s,"shot, him, low, angle"
clips/A Majestic and fierce Tiger,"A majestic and fierce tiger running toward the camera in slow motion through a lush jungle river. The tiger's fur ripples dynamically with the motion, reflecting lifelike textures and subtle wind effects as it moves. As it closes in on the camera, its head looked up and his mouth opens wider in an intense, ferocious roar, showcasing sharp teeth and a powerful jaw. The tiger's eyes remain locked on the viewer with piercing intensity as closer his eyes were red and burning like fire, while splashes of water and droplets add cinematic detail. The lighting highlights the vibrant orange and black stripes of the tiger's coat, with realistic shadow play and dramatic motion blur enhancing the scene's realism. The final moment captures the tiger's full roar up close, amplifying its majestic and fearsome presence.","A majestic and fierce tiger running toward the camera in slow motion through a lush jungle river. The tiger's fur ripples dynamically with the motion, reflecting lifelike textures and subtle wind effects as it moves....",1:1,960x960,30.0,5s,"tiger, camera, motion, jungle, river, fur, ripple, texture"
clips/Morning Metro,Background should be moving so that it looks like the train is moving.,Background should be moving so that it looks like the train is moving.,9:16,1080x1920,30.0,5s,"background, train"
clips/Redheads kissing,"the models smile and then share a tender, romantic kiss on the lips in slow motion","the models smile and then share a tender, romantic kiss on the lips in slow motion",1:1,1440x1440,30.0,10s,"model, kiss, lip, motion"
clips/Cooking Capybara,the capybara is cooking dinner.,the capybara is cooking dinner.,5:8,1120x1792,30.0,5s,"capybara, dinner"
clips/queen,"/Close-up shot, slow motion/ A young woman reaches out and gently touches the glowing glass crystal ball on the table. A soft shimmer of light flickers inside the sphere. /Medium shot, cinematic angle/ As she maintains contact, an enchanting icy mist slowly begins to spread from the crystal ball, swirling around her hand. /Tracking shot, dynamic movement/ The mist expands, enveloping her body in a mesmerizing transformation. Her outfit shifts from a casual modern style to a regal, ice-blue gown adorned with intricate frost-like details. /Wide shot, dramatic perspective/ The room itself changes—walls extend into grand, towering pillars, chandeliers emerge, and golden accents appear, turning the modern living room into a majestic, frost-kissed palace. /Close-up shot, ethereal glow/ As the mist fades, the woman stands transformed into an elegant ice queen, holding the now brilliantly glowing crystal ball in both hands, her gaze cold yet captivating.","/Close-up shot, slow motion/ A young woman reaches out and gently touches the glowing glass crystal ball on the table. A soft shimmer of light flickers inside the sphere. /Medium shot, cinematic angle/ As she...",1:1,1440x1440,30.0,5s,"/close, shot, woman, glass, crystal, ball, table, shimmer"
clips/Jungle walk,"Sexy female warrior walking in jungle, eye blink, hair blowing in wind, panther walking","Sexy female warrior walking in jungle, eye blink, hair blowing in wind, panther walking",1:1,1440x1440,30.0,5s,"warrior, walking, jungle, eye, blink, hair, wind, panther"
clips/Animated the pirate ship,the camera rotates around the subject,the camera rotates around the subject,1:1,960x960,30.0,5s,"camera, subject"
clips/futuristic corporate meeting,"Create a high-resolution cinematic video scene of a team collaborating over a large holographic tabletop display, manipulating complex data visualizations and network diagrams in neon blue and orange. A rotating overhead shot captures the coordinated hand movements, enhancing the real-time interaction and data flow atmosphere. Customizable options include adjusting the hologram brightness and adding particle effects for a more dynamic and futuristic setting","Create a high-resolution cinematic video scene of a team collaborating over a large holographic tabletop display, manipulating complex data visualizations and network diagrams in neon blue and orange. A rotating overhead shot captures the coordinated...",59:34,1888x1088,30.0,5s,"resolution, video, scene, team, display, data, visualization, network"
clips/My favorite game,Woman is riding very dynamically a Tortoise,Woman is riding very dynamically a Tortoise,9:16,720x1280,30.0,5s,"woman, tortoise"
clips/Home care noline shop,"Home care for the face involves various skincare routines and treatments that you can do at home to maintain healthy, glowing skin. Key steps include:1. Cleansing: Using a gentle facial cleanser to remove dirt, oil, and makeup.2. Exfoliating: Removing dead skin cells with exfoliating scrubs or chemical exfoliants like AHAs or BHAs.3. Moisturizing: Applying a suitable moisturizer to keep the skin hydrated and balanced.4. Sun Protection: Using sunscreen to protect the skin from harmful UV rays and prevent premature aging.5. Masks & Treatments: Applying face masks or treatments for specific concerns, like acne, dryness, or aging.6. Hydration: Drinking plenty of water to keep skin hydrated from within.These steps, along with using products suited to your skin type, can promote healthier and clearer skin.","Home care for the face involves various skincare routines and treatments that you can do at home to maintain healthy, glowing skin. Key steps include:1. Cleansing: Using a gentle facial cleanser to remove dirt, oil,...",9:16,720x1280,30.0,5s,"home, care, face, skincare, routine, treatment, skin, step"
clips/Sweet blonde girl in the jungle,She looks down and smiles shyly in the camera. Wind is blowing her hair and leaves are moving in the background,She looks down and smiles shyly in the camera. Wind is blowing her hair and leaves are moving in the background,16:9,1920x1080,30.0,5s,"camera, wind, hair, leave, background"
clips/Dragao e Jovem Mulher,"In a magical snowy landscape, a stunning hybrid of a sensuous dragon and an ethereal woman stands gracefully, embodying both human elegance and draconic majesty. Her shimmering white scales blend seamlessly with smooth, luminous skin, and her piercing golden eyes glow with wisdom. Flowing silver hair cascades around delicate horns, while intricate patterns of iridescent scales adorn her arms and shoulders. Dressed in a breathtaking silver gown with floral embellishments, her wings, both powerful and delicate, extend behind her, shimmering with frost-kissed beauty. Snowflakes drift gently around her, enhancing the enchantment of this transformative moment.","In a magical snowy landscape, a stunning hybrid of a sensuous dragon and an ethereal woman stands gracefully, embodying both human elegance and draconic majesty. Her shimmering white scales blend seamlessly with smooth, luminous skin,...",34:59,1088x1888,30.0,10s,"landscape, hybrid, dragon, woman, elegance, majesty, scale, skin"
clips/cat cooking and eating bacon,cat cooking crispy bacon at farmers market. closeup on the cat cooking and how delicious the bacon looks,cat cooking crispy bacon at farmers market. closeup on the cat cooking and how delicious the bacon looks,9:16,720x1280,30.0,5s,"cat, crispy, bacon, farmer, market, closeup"
clips/Transforming fire maiden,"She turns very slowly to look at the camera. She moves her hand through her fiery hair. She seems to get slightly younger as the seconds move on. She blinks very slowly and has a coy smile. Sparkles of fire randomly seem to pop around her. The background becomes darkening smoky darkness, swirling away.",She turns very slowly to look at the camera. She moves her hand through her fiery hair. She seems to get slightly younger as the seconds move on. She blinks very slowly and has a...,22:39,704x1248,30.0,10s,"camera, hand, hair, second, smile, sparkle, fire, background"
clips/In the sea,whale jumps out of the water,whale jumps out of the water,25:34,800x1088,30.0,5s,"whale, water"
clips/Storm 2. Inspired by Aivazovsky,"shipwrecking during strong storm, huge waves","shipwrecking during strong storm, huge waves",69:29,2208x928,30.0,5s,"storm, wave"
clips/Футуризм,lights are flying over the planet,lights are flying over the planet,9:16,720x1280,30.0,5s,"light, planet"
clips/KING CAT,"look straight, head movement","look straight, head movement",11:21,704x1344,30.0,5s,"head, movement"
clips/Korean Hybrid,"2 animals leap towards each other, colliding in mid-air, As they clash, they merge into a Hybrid beast","2 animals leap towards each other, colliding in mid-air, As they clash, they merge into a Hybrid beast",13:19,832x1216,30.0,5s,"animal, -, air, hybrid, beast"
clips/Prıncess,",A girl holds light in her hands as she sits in the water, then releases the light into the water. Her hair flies in the wind, ,glowing fish swims in the air, and the reflection of the wtaer shimmers,. ,the camera rotates around the subject,",",A girl holds light in her hands as she sits in the water, then releases the light into the water. Her hair flies in the wind, ,glowing fish swims in the air, and the reflection...",1:1,960x960,30.0,5s,"girl, light, hand, water, hair, wind, fish, swim"
clips/bunnies strawberry feast,"Create a hyper-realistic video of a fluffy light brown bunny with soft fur, bright curious eyes, and perked-up ears, sitting comfortably in a natural tree crevice. The bunny should be actively munching on fresh, bright red strawberries embedded into the textured tree bark. As it eats, ensure that its mouth movements are naturally synced to the chewing, capturing the subtle jaw motions, tongue movements, and slight ear twitches that occur while eating. The strawberries should gradually decrease in size as the bunny nibbles on them, with small bite marks visible. The scene should be illuminated by soft, natural lighting, enhancing the warm tones of the bunny’s fur and the vibrant red of the strawberries. The background features a clear blue sky with gentle sunlight filtering through the leaves, and soft, natural elements like a light breeze causing slight movements in the vines surrounding the tree. Add realistic sound effects, including the soft crunching of strawberries, the bunny’s gentle nibbling sounds, and ambient nature noises like birds chirping in the background. Ensure smooth transitions between movements, avoiding any artificial animation effects, and maintain a cinematic, ultra-detailed realism throughout the video.","Create a hyper-realistic video of a fluffy light brown bunny with soft fur, bright curious eyes, and perked-up ears, sitting comfortably in a natural tree crevice. The bunny should be actively munching on fresh, bright...",9:16,1080x1920,30.0,5s,"video, bunny, fur, eye, ear, tree, crevice, strawberry"
clips/Aighty no glasses,"Her glasses begin to slip down, but she smiles and pushes them back up.","Her glasses begin to slip down, but she smiles and pushes them back up.",13:17,1248x1632,30.0,5s,glass
clips/Asian Car Girl V3,"subject does not move, subject looks at camera, static camera, camera zooms in very slowly","subject does not move, subject looks at camera, static camera, camera zooms in very slowly",9:16,1080x1920,30.0,5s,"subject, look, camera, zoom"
clips/DJ Sloth,dancing,dancing,9:16,720x1280,30.0,10s,
clips/Nature's nurturer,subtle movement of water ripples and drops falling of the face very slowly beautiful woman,subtle movement of water ripples and drops falling of the face very slowly beautiful woman,9:16,1080x1920,30.0,5s,"movement, water, ripple, face, woman"
clips/Bedtime Story,"A girl with curly hair and glowing glasses reads a magical book as bright, swirling tentacles of light emerge. Tiny sparks dance around her, illuminating her face. Slowly, she raises her gaze from the book, her eyes open wide and glowing as she looks directly at the camera. Close-up on a girl in round, glittering glasses, reading a book radiating with orange and golden magical light. Wisps of glowing energy swirl around her. She pauses, then slowly lifts her head, opens her eyes, and gazes intensely into the camera as the light flickers around her. The scene shows a girl reading a mystical, glowing book with swirling orange lights rising from the pages. Magical sparkles surround her. In a slow, captivating motion, she raises her head and opens her glowing eyes, locking her gaze with the camera as the magical energy pulses around her.","A girl with curly hair and glowing glasses reads a magical book as bright, swirling tentacles of light emerge. Tiny sparks dance around her, illuminating her face. Slowly, she raises her gaze from the book,...",16:9,1920x1080,30.0,5s,"girl, hair, glass, book, tentacle, emerge, dance, face"
clips/Dark women,"In the video we see a terrifying woman , a woman with two heads standing in the swamp and looking towards the camera . There is a dark atmosphere , the action takes place at night among the moon and stars . The camera stands still recording the woman standing in the darkness in the swamp . Realistic video , good quality","In the video we see a terrifying woman , a woman with two heads standing in the swamp and looking towards the camera . There is a dark atmosphere , the action takes place at...",9:16,720x1280,30.0,10s,"video, woman, head, swamp, camera, atmosphere, action, place"
clips/KyberCat,The kitten is playing a video game console. Very emotional. He squints and then suddenly opens his eyes wide.,The kitten is playing a video game console. Very emotional. He squints and then suddenly opens his eyes wide.,34:25,1088x800,30.0,5s,"kitten, video, game, console, squint, eye"
clips/Astronaut Picks Cosmo Flowers,"The astronaut bends down and picks a bouquet of flowers, shows them to the camera, then tosses them into the air where the float down in slow motions as if the gravity was weak. The astronaut clap her hands at the joyful sight of floating flowers","The astronaut bends down and picks a bouquet of flowers, shows them to the camera, then tosses them into the air where the float down in slow motions as if the gravity was weak. The...",16:9,1920x1080,30.0,10s,"astronaut, bouquet, flower, camera, air, float, motion, gravity"
clips/Supernatural Crush 🖤,"A couple look at each other, talking to each other naturally, slightly happy, natural speed, film, gently blinking, gentle wind, the camera stays focused on the couple capturing highly detailed shot","A couple look at each other, talking to each other naturally, slightly happy, natural speed, film, gently blinking, gentle wind, the camera stays focused on the couple capturing highly detailed shot",22:39,704x1248,30.0,5s,"couple, look, speed, film, wind, camera, stay, shot"
clips/Eu e meu belo cavalo,Troque a blusa da personagem para que a blusa seja uma blusa vermelha e tampe o corpo inteiro e coloca ainda mais perfeição nos detalhes,Troque a blusa da personagem para que a blusa seja uma blusa vermelha e tampe o corpo inteiro e coloca ainda mais perfeição nos detalhes,1:1,1440x1440,30.0,5s,"da, personagem, para, que, blusa, uma, e, tampe"
clips/cool car vid,"A sleek, two-tone Lamborghini with a split black-and-white design driving slowly down a dimly lit urban street at night. The street is lined with faintly glowing streetlights casting scattered shadows on the pavement, with a slight drizzle adding reflections of the car's glossy surface. The surroundings include modern architecture, blurred lights of passing vehicles, and a moody, cinematic ambiance. The car's headlights illuminate the wet road ahead, emphasizing its elegance and the contrast between its black and white halves. The video should focus on smooth, dynamic angles, capturing the car’s motion and the reflections of city lights on its polished surface.","A sleek, two-tone Lamborghini with a split black-and-white design driving slowly down a dimly lit urban street at night. The street is lined with faintly glowing streetlights casting scattered shadows on the pavement, with a...",4:5,1280x1600,30.0,5s,"tone, lamborghini, design, street, night, streetlight, shadow, pavement"
clips/Polished Mirrorball Eruption,Fast paced shot of a Pulchritudinous transforming smooth golden ball into magical splashes of gold and silver.,Fast paced shot of a Pulchritudinous transforming smooth golden ball into magical splashes of gold and silver.,34:59,1088x1888,30.0,10s,"shot, pulchritudinous, ball, splash, gold, silver"
clips/Girl holding a story book,"3D Pixar Cartoon Animation Style. A bright, warm living room bathed in the golden glow of morning sunlight, filled with an air of joyful discovery. The young girl with long, slightly wavy brown hair tied back with a red ribbon sits on a soft, patterned rug, wearing her white knit dress and oversized red cardigan. Her large brown eyes, filled with wonder, sparkle as she gazes at the glowing, intricately in front of her a storybook that invites readers of all ages on a journey through tales as old as time. Bound in exquisite leather with ornate gold embossing, this majestic tome holds within its pages a tapestry of stories that impart wisdom and virtues. Each tale, accompanied by rich, hand-painted illustrations, reveals the magic of courage, kindness, and resilience. Her cheeks are flushed with happiness, and her wide smile radiates pure delight. The book projects shimmering, magical images of family, love, and warm holiday memories onto the walls, filling the room with an ethereal glow.","3D Pixar Cartoon Animation Style. A bright, warm living room bathed in the golden glow of morning sunlight, filled with an air of joyful discovery. The young girl with long, slightly wavy brown hair tied...",13:17,832x1088,30.0,10s,"3d, pixar, cartoon, animation, style, living, room, glow"
clips/girl playing pipa,"làm cho bức ảnh sinh động, uyển chuyển","làm cho bức ảnh sinh động, uyển chuyển",16:9,1280x720,30.0,5s,"làm, cho, bức, ảnh, sinh, động, chuyển"
clips/Flaming river morphs into demon,"Fast paced Transmorphic cinema style shot starting with a river of magma among dark trees which Morph lavishly into a wicked demon taking a selfie. The shot contain Smooth and dynamic camera Movements, vivid colors and perfect lighting.","Fast paced Transmorphic cinema style shot starting with a river of magma among dark trees which Morph lavishly into a wicked demon taking a selfie. The shot contain Smooth and dynamic camera Movements, vivid colors...",30:67,960x2144,30.0,10s,"cinema, style, river, magma, tree, demon, selfie, shot"
clips/Cats rider,"Create a playful, whimsical 10-second video clip. In the center of the frame, a fluffy cat is perched confidently on a sleek, modern robot vacuum cleaner. The cat looks around with curiosity, its tail swishing slightly as the vacuum begins to move. The vacuum smoothly turns in a wide arc, gliding across a polished wooden floor in a bright, sunlit living room. The cat maintains its balance, looking both regal and slightly amused as the vacuum carries it out of the frame. The scene is vibrant and cheerful, with soft natural lighting and a cozy home atmosphere. Add subtle sound effects: the quiet hum of the vacuum and a faint purr from the cat. Mood: Lighthearted, funny, and endearing,the camera is stationary","Create a playful, whimsical 10-second video clip. In the center of the frame, a fluffy cat is perched confidently on a sleek, modern robot vacuum cleaner. The cat looks around with curiosity, its tail swishing...",16:9,1920x1080,30.0,5s,"second, video, clip, center, frame, cat, robot, vacuum"
clips/Fantasy Warrior,"warrior woman getting up, raising glowing sword , zoom out","warrior woman getting up, raising glowing sword , zoom out",1:1,1440x1440,30.0,5s,"warrior, woman, sword"
clips/Woman with pet,a woman walking and talking,a woman walking and talking,16:9,1280x720,30.0,5s,woman
clips/DJ Kat,A Cat DJ mixes music in a disco.,A Cat DJ mixes music in a disco.,9:16,1080x1920,30.0,5s,"cat, dj, music, disco"
clips/Singing Girl,A girl who looks at me with clear eyes and sings slowly,A girl who looks at me with clear eyes and sings slowly,13:17,832x1088,30.0,5s,"girl, eye, sing"
clips/Ии,"""A futuristic HR analyst is sitting in a high-tech office, looking at a transparent holographic screen filled with predictive talent analytics. The screen displays floating charts, AI-driven forecasts, and talent demand predictions, glowing in neon blue and white. The analyst interacts with the screen, swiping through predictive insights. The background is a sleek corporate environment with soft ambient lighting, creating a professional yet futuristic atmosphere. The animation includes subtle camera movements, soft glow effects, and dynamic data visualizations appearing in real time.""","""A futuristic HR analyst is sitting in a high-tech office, looking at a transparent holographic screen filled with predictive talent analytics. The screen displays floating charts, AI-driven forecasts, and talent demand predictions, glowing in neon...",16:9,1280x720,30.0,5s,"hr, analyst, tech, office, screen, talent, analytic, chart"
clips/Like a historical drama,Breeze. Very smooth and stable shooting. No camera movement. Walking.,Breeze. Very smooth and stable shooting. No camera movement. Walking.,16:9,1920x1080,30.0,5s,"breeze, shooting, camera, movement"
clips/ZIKO 02,"A humanoid robot girl gently leans forward, her expression curious as she carefully cleans the lens with a tissue. Her delicate smile brightens as she leans back, her scarf fluttering slightly in the breeze. The lens reveals a clean, clear view of her against the vibrant blue sky.","A humanoid robot girl gently leans forward, her expression curious as she carefully cleans the lens with a tissue. Her delicate smile brightens as she leans back, her scarf fluttering slightly in the breeze. The...",13:17,1248x1632,30.0,10s,"robot, girl, expression, lens, tissue, smile, brighten, scarf"
clips/Carmen,"The beautiful and enigmatic gypsy Carmen from Bizet's opera is alone in a dark setting slightly illuminated by the spotlights, dressed in a simple way with a white shirt that shows her shoulders, and a tight bodice. On stage she dances and spins like a Sevillian Andalusian, with spectacular twists and gestures that make it a sublime scene of dance and mystery. Hyperrealism. Cinematographic. Masterpiece","The beautiful and enigmatic gypsy Carmen from Bizet's opera is alone in a dark setting slightly illuminated by the spotlights, dressed in a simple way with a white shirt that shows her shoulders, and a...",1:1,1440x1440,30.0,5s,"gypsy, carmen, bizet, opera, setting, spotlight, way, shirt"
clips/The ancient Egyptian goddess,"The ancient Egyptian goddess Isis, wearing a traditional Egyptian robe with golden wings in mid-flap, realistically moving side to side, holding her child with deep maternal warmth, the Nile River in the background, volumetric light, hyperrealistic, surreal, cinematic feel, 8k resolution.","The ancient Egyptian goddess Isis, wearing a traditional Egyptian robe with golden wings in mid-flap, realistically moving side to side, holding her child with deep maternal warmth, the Nile River in the background, volumetric light,...",5:7,800x1120,30.0,24s,"goddess, isis, robe, wing, side, child, warmth, nile"
clips/little kid gets to work,character starts pushing buttons and moving levers,character starts pushing buttons and moving levers,39:22,1248x704,30.0,5s,"character, button, lever"
clips/show me your beauty,"A beautiful young woman in ski gear confidently opens her windbreaker, showcasing her radiant smile and natural beauty. The breeze tousles her hair, adding a dynamic, carefree touch to the scene. Her expression exudes warmth and confidence as the wind moves gently around her","A beautiful young woman in ski gear confidently opens her windbreaker, showcasing her radiant smile and natural beauty. The breeze tousles her hair, adding a dynamic, carefree touch to the scene. Her expression exudes warmth...",9:14,1152x1792,30.0,10s,"woman, ski, gear, windbreaker, smile, beauty, breeze, hair"
clips/A última ceia,"movimento suave dos personagens, a câmera faz um movimento de close-up suave em jesus","movimento suave dos personagens, a câmera faz um movimento de close-up suave em jesus",9:16,720x1280,30.0,5s,"movimento, suave, do, personagen, câmera, faz, jesus"
clips/Cyborg woman on the roof,"woman walking forward, turning head towards viewer","woman walking forward, turning head towards viewer",34:59,1088x1888,30.0,5s,"woman, head"
clips/Driving golden retriever,"ompt A cute golden retriever puppy wearing stylish sunglasses is sitting in the driver’s seat of a BMW car, dancing joyfully while driving. One paw is on the steering wheel while the other moves rhythmically in the air, grooving to the beat of the music. The car is cruising down a scenic countryside road, with warm sunlight streaming through the open window. The puppy’s fur glows in the golden light, and its playful expression and energetic movements create a fun, lighthearted, and humorous atmosphere. The scene is full of life, radiating a sense of freedom, excitement, and pure happiness.”","ompt A cute golden retriever puppy wearing stylish sunglasses is sitting in the driver’s seat of a BMW car, dancing joyfully while driving. One paw is on the steering wheel while the other moves rhythmically...",1:1,1440x1440,30.0,5s,"retriever, puppy, sunglass, driver, seat, bmw, car, paw"
clips/Valentines heartful gesture,"It's Valentine's Day, and the boy wants to make this day extra special for his girlfriend. As she stands in front of him with a warm smile, he nervously pulls out a heart-shaped gift wrapped in shimmering red paper. The sunlight filters through the window, creating a soft glow around them as he hands it to her with love and anticipation. Describe the moment—their expressions, emotions, and the significance of the gift—as they celebrate their connection on this romantic day","It's Valentine's Day, and the boy wants to make this day extra special for his girlfriend. As she stands in front of him with a warm smile, he nervously pulls out a heart-shaped gift wrapped...",9:16,1080x1920,30.0,5s,"valentine, day, boy, girlfriend, front, smile, heart, gift"
clips/A girl with Cute puppies,A cute girl with puppies. Bring the image to life.,A cute girl with puppies. Bring the image to life.,9:16,1080x1920,30.0,10s,"girl, puppy, image, life"
clips/bloody gunshot,"bloodsoaked woman firing her gun, dramatic,handheld device filming","bloodsoaked woman firing her gun, dramatic,handheld device filming",9:16,1080x1920,30.0,5s,"woman, gun, device"
